trade_date,series,name,value_pct,unit,source
19590731,DGS10,美国10年期国债收益率,4.4,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19590831,DGS10,美国10年期国债收益率,4.43,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19590930,DGS10,美国10年期国债收益率,4.68,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19591031,DGS10,美国10年期国债收益率,4.53,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19591130,DGS10,美国10年期国债收益率,4.53,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19591231,DGS10,美国10年期国债收益率,4.69,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19600131,DGS10,美国10年期国债收益率,4.72,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19600229,DGS10,美国10年期国债收益率,4.49,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19600331,DGS10,美国10年期国债收益率,4.25,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19600430,DGS10,美国10年期国债收益率,4.28,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19600531,DGS10,美国10年期国债收益率,4.35,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19600630,DGS10,美国10年期国债收益率,4.15,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19600731,DGS10,美国10年期国债收益率,3.9,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19600831,DGS10,美国10年期国债收益率,3.8,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19600930,DGS10,美国10年期国债收益率,3.8,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19601031,DGS10,美国10年期国债收益率,3.89,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19601130,DGS10,美国10年期国债收益率,3.93,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19601231,DGS10,美国10年期国债收益率,3.84,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19610131,DGS10,美国10年期国债收益率,3.84,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19610228,DGS10,美国10年期国债收益率,3.78,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19610331,DGS10,美国10年期国债收益率,3.74,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19610430,DGS10,美国10年期国债收益率,3.78,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19610531,DGS10,美国10年期国债收益率,3.71,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19610630,DGS10,美国10年期国债收益率,3.88,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19610731,DGS10,美国10年期国债收益率,3.92,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19610831,DGS10,美国10年期国债收益率,4.04,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19610930,DGS10,美国10年期国债收益率,3.98,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19611031,DGS10,美国10年期国债收益率,3.92,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19611130,DGS10,美国10年期国债收益率,3.94,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19611231,DGS10,美国10年期国债收益率,4.06,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620102,DGS10,美国10年期国债收益率,4.06,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620103,DGS10,美国10年期国债收益率,4.03,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620104,DGS10,美国10年期国债收益率,3.99,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620105,DGS10,美国10年期国债收益率,4.02,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620108,DGS10,美国10年期国债收益率,4.03,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620109,DGS10,美国10年期国债收益率,4.05,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620110,DGS10,美国10年期国债收益率,4.07,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620111,DGS10,美国10年期国债收益率,4.08,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620112,DGS10,美国10年期国债收益率,4.08,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620115,DGS10,美国10年期国债收益率,4.1,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620116,DGS10,美国10年期国债收益率,4.13,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620117,DGS10,美国10年期国债收益率,4.12,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620118,DGS10,美国10年期国债收益率,4.11,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620119,DGS10,美国10年期国债收益率,4.11,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620122,DGS10,美国10年期国债收益率,4.09,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620123,DGS10,美国10年期国债收益率,4.11,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620124,DGS10,美国10年期国债收益率,4.1,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620125,DGS10,美国10年期国债收益率,4.11,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620126,DGS10,美国10年期国债收益率,4.11,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620129,DGS10,美国10年期国债收益率,4.12,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620130,DGS10,美国10年期国债收益率,4.11,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620131,DGS10,美国10年期国债收益率,4.1,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620201,DGS10,美国10年期国债收益率,4.09,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620202,DGS10,美国10年期国债收益率,4.08,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620205,DGS10,美国10年期国债收益率,4.07,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620206,DGS10,美国10年期国债收益率,4.06,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620207,DGS10,美国10年期国债收益率,4.07,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620208,DGS10,美国10年期国债收益率,4.07,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620209,DGS10,美国10年期国债收益率,4.05,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620213,DGS10,美国10年期国债收益率,4.03,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620214,DGS10,美国10年期国债收益率,4.03,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620215,DGS10,美国10年期国债收益率,4.02,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620216,DGS10,美国10年期国债收益率,4.02,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620219,DGS10,美国10年期国债收益率,4.01,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620220,DGS10,美国10年期国债收益率,4.05,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620221,DGS10,美国10年期国债收益率,4.03,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620223,DGS10,美国10年期国债收益率,4.02,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620226,DGS10,美国10年期国债收益率,4.0,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620227,DGS10,美国10年期国债收益率,4.01,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620228,DGS10,美国10年期国债收益率,4.0,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620301,DGS10,美国10年期国债收益率,3.98,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620302,DGS10,美国10年期国债收益率,3.98,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620305,DGS10,美国10年期国债收益率,4.0,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620306,DGS10,美国10年期国债收益率,4.01,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620307,DGS10,美国10年期国债收益率,4.0,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620308,DGS10,美国10年期国债收益率,3.98,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620309,DGS10,美国10年期国债收益率,3.96,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620312,DGS10,美国10年期国债收益率,3.94,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620313,DGS10,美国10年期国债收益率,3.92,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620314,DGS10,美国10年期国债收益率,3.93,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620315,DGS10,美国10年期国债收益率,3.96,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620316,DGS10,美国10年期国债收益率,3.96,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620319,DGS10,美国10年期国债收益率,3.93,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620320,DGS10,美国10年期国债收益率,3.91,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620321,DGS10,美国10年期国债收益率,3.86,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620322,DGS10,美国10年期国债收益率,3.83,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620323,DGS10,美国10年期国债收益率,3.87,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620326,DGS10,美国10年期国债收益率,3.89,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620327,DGS10,美国10年期国债收益率,3.9,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620328,DGS10,美国10年期国债收益率,3.9,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620329,DGS10,美国10年期国债收益率,3.9,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620330,DGS10,美国10年期国债收益率,3.86,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620402,DGS10,美国10年期国债收益率,3.86,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620403,DGS10,美国10年期国债收益率,3.83,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620404,DGS10,美国10年期国债收益率,3.78,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620405,DGS10,美国10年期国债收益率,3.84,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620406,DGS10,美国10年期国债收益率,3.81,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620409,DGS10,美国10年期国债收益率,3.83,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620410,DGS10,美国10年期国债收益率,3.83,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620411,DGS10,美国10年期国债收益率,3.87,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620412,DGS10,美国10年期国债收益率,3.86,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620413,DGS10,美国10年期国债收益率,3.85,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620416,DGS10,美国10年期国债收益率,3.83,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620417,DGS10,美国10年期国债收益率,3.82,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620418,DGS10,美国10年期国债收益率,3.81,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620419,DGS10,美国10年期国债收益率,3.82,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620423,DGS10,美国10年期国债收益率,3.86,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620424,DGS10,美国10年期国债收益率,3.87,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620425,DGS10,美国10年期国债收益率,3.88,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620426,DGS10,美国10年期国债收益率,3.89,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620427,DGS10,美国10年期国债收益率,3.86,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620430,DGS10,美国10年期国债收益率,3.86,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620501,DGS10,美国10年期国债收益率,3.85,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620502,DGS10,美国10年期国债收益率,3.86,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620503,DGS10,美国10年期国债收益率,3.86,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620504,DGS10,美国10年期国债收益率,3.87,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620507,DGS10,美国10年期国债收益率,3.86,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620508,DGS10,美国10年期国债收益率,3.85,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620509,DGS10,美国10年期国债收益率,3.82,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620510,DGS10,美国10年期国债收益率,3.83,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620511,DGS10,美国10年期国债收益率,3.82,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620514,DGS10,美国10年期国债收益率,3.85,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620515,DGS10,美国10年期国债收益率,3.87,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620516,DGS10,美国10年期国债收益率,3.86,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620517,DGS10,美国10年期国债收益率,3.87,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620518,DGS10,美国10年期国债收益率,3.93,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620521,DGS10,美国10年期国债收益率,3.94,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620522,DGS10,美国10年期国债收益率,3.93,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620523,DGS10,美国10年期国债收益率,3.91,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620524,DGS10,美国10年期国债收益率,3.9,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620525,DGS10,美国10年期国债收益率,3.88,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620528,DGS10,美国10年期国债收益率,3.87,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620529,DGS10,美国10年期国债收益率,3.89,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620531,DGS10,美国10年期国债收益率,3.9,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620601,DGS10,美国10年期国债收益率,3.89,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620604,DGS10,美国10年期国债收益率,3.88,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620605,DGS10,美国10年期国债收益率,3.89,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620606,DGS10,美国10年期国债收益率,3.89,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620607,DGS10,美国10年期国债收益率,3.87,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620608,DGS10,美国10年期国债收益率,3.86,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620611,DGS10,美国10年期国债收益率,3.87,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620612,DGS10,美国10年期国债收益率,3.86,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620613,DGS10,美国10年期国债收益率,3.87,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620614,DGS10,美国10年期国债收益率,3.9,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620615,DGS10,美国10年期国债收益率,3.89,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620618,DGS10,美国10年期国债收益率,3.91,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620619,DGS10,美国10年期国债收益率,3.93,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620620,DGS10,美国10年期国债收益率,3.92,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620621,DGS10,美国10年期国债收益率,3.9,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620622,DGS10,美国10年期国债收益率,3.9,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620625,DGS10,美国10年期国债收益率,3.95,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620626,DGS10,美国10年期国债收益率,3.97,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620627,DGS10,美国10年期国债收益率,3.96,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620628,DGS10,美国10年期国债收益率,3.98,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620629,DGS10,美国10年期国债收益率,4.0,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620702,DGS10,美国10年期国债收益率,4.0,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620703,DGS10,美国10年期国债收益率,4.0,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620705,DGS10,美国10年期国债收益率,4.0,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620706,DGS10,美国10年期国债收益率,4.02,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620709,DGS10,美国10年期国债收益率,4.05,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19620710,DGS10,美国10年期国债收益率,4.02,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
